Date,flow (cfs),ACC_FLOW_7,ACC_FLOW_14,ACC_FLOW_30,ACC_FLOW_40,ACC_FLOW_50,ACC_FLOW_60,ACC_FLOW_70,ACC_FLOW_80,ACC_FLOW_90,ACC_FLOW_180,ACC_FLOW_365
10/24/2000,1030,7740,20300,122420,150210,204380,224660,269370,334940,374870,540137,1669027
10/25/2000,967,7540,18570,119360,147230,201820,224020,261950,330810,374070,535687,1646357
10/26/2000,939,7337,17307,115587,144917,198197,223517,254947,326297,372107,530904,1624224
10/27/2000,928,7146,16416,111156,143336,193756,223136,249176,321436,369236,525843,1603163
10/28/2000,917,6974,15754,106094,142284,188914,222814,244384,316234,365844,520781,1583491
10/29/2000,935,6821,15211,100611,141301,183841,222461,240821,310781,362321,515728,1565408
10/30/2000,889,6736,14766,95206,139496,178616,222166,238456,305256,358956,510893,1549143
10/31/2000,864,6605,14345,89615,137455,173355,220915,236845,299685,355645,506362,1534632
11/1/2000,845,6439,13979,83139,135419,168189,218689,235699,293129,352149,502616,1521896
11/2/2000,826,6317,13654,76224,133594,163414,216104,234674,286014,348284,499301,1510641
11/3/2000,825,6204,13350,68690,131560,159350,213520,233800,278510,344080,496237,1500367
11/4/2000,829,6101,13075,60965,128295,156165,210755,232955,270885,339745,493402,1490892
11/5/2000,826,6013,12834,53624,124384,153714,206994,232314,263744,335094,490701,1481921
11/6/2000,839,5904,12640,47160,119840,152020,202440,231820,257860,330120,488087,1473197
11/7/2000,819,5854,12459,41589,114689,150879,197509,231409,252979,324829,486126,1464586
11/8/2000,816,5809,12248,36948,109108,149798,192338,230958,249318,319278,484785,1455955
11/9/2000,837,5780,12097,34394,103584,147874,186994,230544,246834,313634,483741,1447321
11/10/2000,861,5791,11995,32471,97941,145781,181681,229241,245171,308011,482868,1438708
11/11/2000,849,5827,11928,31102,91462,143742,176512,227012,244022,301452,482129,1430169
11/12/2000,860,5847,11860,30121,84551,141921,171741,224431,243001,294341,481418,1421788
11/13/2000,866,5881,11785,29391,77051,139921,167711,221881,242161,286871,480778,1413818
11/14/2000,875,5908,11762,28797,69367,136697,164567,219157,241357,279287,480344,1406544
11/15/2000,873,5964,11773,28292,62072,132832,162162,215442,240762,272192,480069,1400039
11/16/2000,931,6021,11801,27855,55655,128335,160515,210935,240315,266355,479832,1394452
11/17/2000,962,6115,11906,27556,50176,123276,159466,206096,239996,261566,479673,1389933
11/18/2000,1050,6216,12043,27348,45678,117838,158528,201068,239688,258048,479615,1386285
11/19/2000,1200,6417,12264,27268,43358,112548,156838,195958,239508,255798,479625,1383415
11/20/2000,1350,6757,12638,27368,41798,107268,155108,191008,238568,254498,479765,1381215
11/21/2000,1370,7241,13149,27648,40918,101278,153558,186328,236828,253838,480121,1379505
11/22/2000,1360,7736,13700,27998,40458,94888,152258,182078,234768,253338,480531,1378005
11/23/2000,1410,8223,14244,28338,40228,87888,150758,178548,232718,252998,480841,1376655
11/24/2000,1510,8702,14817,28718,40178,80748,148078,175948,230538,252738,481201,1375425
11/25/2000,1540,9250,15466,29261,40308,74088,144848,174178,227458,252778,481691,1374305
11/26/2000,1680,9740,16157,29862,40538,68338,141018,173198,223618,252998,482121,1373185
11/27/2000,1770,10220,16977,30614,40988,63608,136708,172898,219528,253428,482501,1372105
11/28/2000,1930,10640,17881,31467,41588,59918,132078,172768,215308,253928,482841,1371045
11/29/2000,2280,11200,18936,32462,42388,58478,127668,171958,211078,254628,483621,1370125
11/30/2000,2620,12120,20343,33853,43568,57998,123468,171308,207208,254768,484801,1369575
12/1/2000,2710,13330,22032,35609,45118,58388,118748,171028,203798,254298,486321,1369385
12/2/2000,2540,14530,23780,37474,46808,59268,113698,171068,200888,253578,487891,1369345
12/3/2000,2370,15530,25270,39188,48328,60218,107878,170748,198538,252708,489361,1369225
12/4/2000,2200,16220,26440,40733,49668,61128,101698,169028,196898,251488,490631,1369045
12/5/2000,2040,16650,27290,42104,50901,61948,95728,166488,195818,249098,491611,1368795
12/6/2000,1930,16760,27960,43318,52002,62678,90478,163158,195338,245758,492091,1368475
12/7/2000,1900,16410,28530,44409,53004,63378,85998,159098,195288,241918,492571,1368135
12/8/2000,1900,15690,29020,45490,53987,64108,82438,154598,195288,237828,493331,1367795
12/9/2000,1880,14880,29410,46574,54952,64878,80968,150158,194448,233568,494181,1367495
12/10/2000,1890,14220,29750,47617,55943,65658,80088,145558,193398,229298,495066,1367155
12/11/2000,1840,13740,29960,48646,56969,66478,79748,140108,192388,225158,496031,1366765
12/12/2000,1800,13380,30030,49637,57964,67298,79758,134188,191558,221378,496987,1366305
12/13/2000,1730,13140,29900,50577,58938,68078,79968,127628,190498,218288,497965,1365855
12/14/2000,1770,12940,29350,51441,59843,68778,80238,120808,188138,216008,498911,1365375
12/15/2000,1710,12810,28500,52336,60784,69581,80628,114408,185168,214498,499899,1364935
12/16/2000,1720,12620,27500,53173,61668,70352,81028,108828,181508,213688,500790,1364395
12/17/2000,1720,12460,26680,53962,62549,71144,81518,104138,177238,213428,501521,1363755
12/18/2000,1680,12290,26030,54720,63450,71947,82068,100398,172558,213248,502201,1362805
12/19/2000,1690,12130,25510,55350,64314,72692,82618,98708,167898,212188,502781,1361385
12/20/2000,1940,12020,25160,55840,65167,73493,83208,97638,163108,210948,503251,1359495
12/21/2000,2440,12230,25170,56430,66246,74569,84078,97348,157708,209988,503691,1357655
12/22/2000,2690,12900,25710,57500,67837,76164,85498,97958,152388,209758,504361,1356235
12/23/2000,2600,13880,26500,58830,69667,78028,87168,99058,146718,209588,504991,1355015
12/24/2000,2350,14760,27220,60020,71401,79803,88738,100198,140768,208098,505441,1353665
12/25/2000,2230,15390,27680,60860,72876,81324,90121,101168,134948,205708,505921,1352055
12/26/2000,2100,15940,28070,61550,74233,82728,91412,102088,129888,202568,506761,1350405
12/27/2000,1950,16350,28370,61970,75402,83989,92584,102958,125578,198678,507711,1348805
12/28/2000,1830,16360,28590,62150,76390,85120,93617,103738,122068,194228,508666,1347485
12/29/2000,1740,15750,28650,62050,77170,86134,94512,104438,120528,189718,509206,1346475
12/30/2000,1670,14800,28680,61510,77710,87037,95363,105078,119508,184978,509336,1345655
12/31/2000,1580,13870,28630,60560,78030,87846,96169,105678,118948,179308,509076,1344945
1/1/2001,1520,13100,28490,59430,78240,88577,96904,106238,118698,173128,508696,1344275
1/2/2001,1480,12390,28330,58410,78400,89237,97598,106738,118628,166288,508496,1343645
1/3/2001,1440,11770,28120,57520,78470,89851,98253,107188,118648,159218,508496,1343055
1/4/2001,1420,11260,27620,56760,78400,90416,98864,107661,118708,152488,508616,1342485
1/5/2001,1440,10850,26600,56140,78280,90963,99458,108142,118818,146618,508796,1341935
1/6/2001,1450,10550,25350,55650,78040,91472,100059,108654,119028,141648,508986,1341285
1/7/2001,1460,10330,24200,55200,77720,91960,100690,109187,119308,137638,509216,1340545
1/8/2001,1450,10210,23310,54760,77250,92370,101334,109712,119638,135728,509596,1339715
1/9/2001,1420,10140,22530,54330,76420,92620,101947,110273,119988,134418,510093,1338745
1/10/2001,1370,10080,21850,53860,75220,92690,102506,110829,120338,133608,510453,1337625
1/11/2001,1360,10010,21270,53390,73880,92690,103027,111354,120688,133148,510643,1336245
1/12/2001,1370,9950,20800,52950,72700,92690,103527,111888,121028,132918,510663,1334465
1/13/2001,1390,9880,20430,52590,71700,92650,104031,112433,121368,132828,510383,1332145
1/14/2001,1410,9820,20150,52210,70890,92530,104546,112994,121791,132838,510223,1329325
1/15/2001,1430,9770,19980,51910,70260,92400,105083,113578,122262,132938,510203,1326095
1/16/2001,1420,9750,19890,51620,69760,92150,105582,114169,122764,133138,509813,1322505
1/17/2001,1430,9750,19830,51320,69280,91800,106040,114770,123267,133388,509403,1318545
1/18/2001,1420,9810,19820,51070,68810,91300,106420,115384,123762,133688,509203,1314235
1/19/2001,1420,9870,19820,50800,68350,90440,106640,115967,124293,134008,509183,1309585
1/20/2001,1440,9920,19800,50280,67880,89240,106710,116526,124849,134358,509353,1304715
1/21/2001,1440,9970,19790,49280,67480,87970,106780,117117,125444,134778,509623,1299805
1/22/2001,1450,10000,19770,48030,67120,86870,106860,117697,126058,135198,510068,1294775
1/23/2001,1540,10020,19770,46880,66840,85950,106900,118281,126683,135618,509688,1289805
1/24/2001,1800,10140,19890,46070,66610,85290,106930,118946,127394,136191,508298,1284915
1/25/2001,1920,10510,20320,45640,66700,85050,107190,119873,128368,137052,506288,1280245
1/26/2001,1850,11010,20880,45460,66900,85040,107430,120862,129449,138044,503888,1275595
1/27/2001,1760,11440,21360,45360,67030,84990,107510,121750,130480,138977,501298,1270385
1/28/2001,1660,11760,21730,45290,67110,84850,107340,122460,131424,139802,498758,1264185
1/29/2001,1590,11980,21980,45210,67080,84630,106720,122920,132247,140573,496218,1257235
1/30/2001,1530,12120,22140,45130,66730,84330,105690,123160,132976,141299,493448,1249765
1/31/2001,1450,12110,22250,45080,65820,84020,104510,123320,133657,141984,490268,1241455
2/1/2001,1370,11760,22270,45010,64580,83670,103420,123410,134247,142608,486688,1232305
2/2/2001,1340,11210,22220,44900,63350,83310,102420,123370,134751,143153,482898,1222675
2/3/2001,1350,10700,22140,44800,62340,82880,101560,123200,135216,143664,478758,1212815
2/4/2001,1390,10290,22050,44730,61460,82520,100870,123010,135693,144188,474308,1203065
2/5/2001,1440,10020,22000,44680,60750,82190,100330,122720,136152,144739,469568,1193655
2/6/2001,1490,9870,21990,44670,60240,81910,99870,122390,136630,145360,464638,1184595
2/7/2001,1520,9830,21940,44700,59900,81720,99460,121950,137070,146034,459668,1175685
2/8/2001,1590,9900,21660,44770,59680,81550,99100,121190,137390,146717,454728,1166805
2/9/2001,1710,10120,21330,44940,59600,81200,98800,120160,137630,147446,448898,1158295
2/10/2001,1730,10490,21190,45280,59730,80470,98670,119160,137970,148307,442648,1150075
2/11/2001,1650,10870,21160,45650,59940,79510,98600,118350,138340,149177,436048,1142155
2/12/2001,1630,11130,21150,45930,60110,78560,98520,117630,138580,149961,429248,1134395
2/13/2001,1600,11320,21190,46170,60300,77840,98380,117060,138700,150716,422908,1126455
2/14/2001,1580,11430,21260,46360,60480,77210,98270,116620,138760,151443,417798,1118505
2/15/2001,1570,11490,21390,46510,60620,76690,98130,116270,138660,152092,413658,1110535
2/16/2001,1610,11470,21590,46660,60740,76310,97980,115940,138460,152700,410748,1102455
2/17/2001,1750,11370,21860,46840,60890,76090,97910,115650,138140,153260,409058,1094425
2/18/2001,1990,11390,22260,47170,61190,76100,97970,115520,137610,153810,408308,1086585
2/19/2001,2160,11730,22860,47740,61760,76420,98020,115620,136980,154450,408288,1079085
2/20/2001,2360,12260,23580,48460,62550,77000,97740,115940,136430,155240,408578,1071775
2/21/2001,2720,13020,24450,49380,63550,77840,97410,116500,136250,156240,409238,1064625
2/22/2001,2880,14160,25650,50650,64900,79080,97530,117490,136600,157550,410288,1057845
2/23/2001,2990,15470,26940,51990,66390,80520,98060,118600,137280,158920,411698,1051435
2/24/2001,2940,16850,28220,53180,67970,82090,98820,119880,138230,160370,413368,1045495
2/25/2001,2900,18040,29430,54200,69480,83590,99660,121100,139240,161630,415058,1039765
2/26/2001,2870,18950,30680,55250,70960,85040,100610,122280,140240,162760,416688,1034075
2/27/2001,2820,19660,31920,56360,72400,86450,101650,123470,141210,163700,418328,1028185
2/28/2001,2720,20120,33140,57520,73800,87820,102730,124600,142150,164240,419008,1022285
3/1/2001,2620,20120,34280,58650,75100,89120,103780,125380,142980,164340,418638,1016535
3/2/2001,2500,19860,35330,59740,76280,90370,104820,125560,143760,164250,417828,1011205
3/3/2001,2370,19370,36220,60790,77340,91510,105800,125370,144460,164210,416918,1006405
3/4/2001,2350,18800,36840,61790,78260,92510,106690,125140,145100,164210,415698,1002135
3/5/2001,2530,18250,37200,62800,79070,93470,107600,125140,145680,164360,413458,998315
3/6/2001,2640,17910,37570,63980,79800,94590,108710,125440,146500,164850,410608,995245
3/7/2001,2870,17730,37850,65230,80520,95800,109910,125980,147420,165560,407478,992715
3/8/2001,3280,17880,38000,66660,81540,97250,111330,126900,148570,166530,404358,990955
3/9/2001,3590,18540,38400,68450,83060,99100,113150,128350,150170,167910,401478,990555
3/10/2001,3700,19630,39000,70520,84990,101270,115290,130200,152070,169620,398918,990725
3/11/2001,3670,20960,39760,72630,87100,103550,117570,132230,153830,171430,396588,991015
3/12/2001,3440,22280,40530,74590,89240,105780,119870,134320,155060,173260,394638,991485
3/13/2001,3190,23190,41100,76300,91230,107780,121950,136240,155810,174900,393188,992005
3/14/2001,2930,23740,41470,77840,93050,109520,123770,137950,156400,176360,392368,992445
3/15/2001,2650,23800,41680,79140,94640,110910,125310,139440,156980,177520,392018,992595
3/16/2001,2420,23170,41710,80190,95940,111760,126550,140670,157400,178460,392148,992445
3/17/2001,2310,22000,41630,81030,96970,112260,127540,141650,157720,179160,392588,991935
3/18/2001,2270,20610,41570,81770,97840,112720,128430,142510,158080,179750,392998,990325
3/19/2001,2390,19210,41490,82430,98620,113230,129270,143320,158520,180340,392528,986895
3/20/2001,2470,18160,41350,83070,99490,113960,130240,144260,159170,181040,391988,982915
3/21/2001,3000,17440,41180,83550,100370,114840,131290,145310,159970,181570,391558,979195
3/22/2001,3740,17510,41310,84390,101660,116310,132850,146940,161390,182130,391888,976335
3/23/2001,5350,18600,41770,85770,103670,118600,135150,149320,163610,183180,392768,974365
3/24/2001,6120,21530,43530,88400,107370,122580,139050,153300,167480,185930,394028,973965
3/25/2001,6860,25340,45950,91640,111860,127360,143630,158030,172160,189700,395408,974375
3/26/2001,7610,29930,49140,95510,117120,132870,148690,163480,177600,194330,396898,975425
3/27/2001,8220,35150,53310,100180,123150,139090,154380,169660,183770,199840,398518,977235
3/28/2001,9030,40900,58340,105500,129800,145870,160750,176460,190540,206110,400338,979605
3/29/2001,9630,46930,64440,111660,137220,153410,168020,184060,198110,213310,403028,982725
3/30/2001,10100,52820,71420,118470,145100,161520,175990,192270,206290,221200,406178,986455
3/31/2001,10000,57570,79100,125850,153210,170030,184500,200950,214970,229630,408938,990555
4/1/2001,9790,61450,86790,133230,161050,178320,192970,209510,223600,238050,411178,994575
4/2/2001,9270,64380,94310,140520,168480,186380,201310,217860,232030,246320,412608,998405
4/3/2001,8930,66040,101190,147420,175030,194000,209210,225680,239930,254110,413328,1001705
4/4/2001,8820,66750,107650,154000,181080,201300,216800,233070,247470,261600,414088,1004715
4/5/2001,9100,66540,113470,160290,186910,208520,224270,240090,254880,269000,415618,1007825
4/6/2001,9610,66010,118830,166750,193070,216040,231980,247270,262550,276660,418308,1011755
4/7/2001,10000,65520,123090,173490,199780,224080,240150,255030,270740,284820,422458,1017185
4/8/2001,10300,65520,126970,180210,206910,232470,248660,263270,279310,293360,429088,1023605
4/9/2001,10300,66030,130410,186920,214390,241020,257440,271910,288190,302210,436628,1030825
4/10/2001,10300,67060,133100,193520,221970,249330,266150,280620,297070,311090,444698,1038385
4/11/2001,10200,68430,135180,200150,229650,257470,274740,289390,305930,320020,453168,1046195
4/12/2001,9490,69810,136350,206910,237350,265310,283210,298140,314690,328860,461778,1054025
4/13/2001,8710,70200,136210,213210,244470,272080,291050,306260,322730,336980,469808,1061035
4/14/2001,7810,69300,134820,218990,250830,277910,298130,313630,329900,344300,477138,1067145
4/15/2001,7070,67110,132630,224150,256110,282730,304340,320090,335910,350700,483638,1072265
4/16/2001,6440,63880,129910,228800,260540,286860,309830,325770,341060,356340,489478,1076595
4/17/2001,6070,60020,127080,232930,264110,290400,314700,330770,345650,361360,494748,1079865
4/18/2001,5880,55790,124220,236730,266900,293600,319160,335350,349960,366000,499688,1082325
4/19/2001,5700,51470,121280,240220,269190,296660,323290,339710,354180,370460,504468,1084215
4/20/2001,5640,47680,117880,243450,271190,299640,327000,343820,358290,374740,509098,1085435
4/21/2001,5560,44610,113910,246090,273160,302660,330480,347750,362400,378940,513718,1085945
4/22/2001,5520,42360,109470,247910,275280,305720,333680,351580,366510,383060,518258,1085975
4/23/2001,5530,40810,104690,248080,277610,308870,336480,355450,370660,387130,522748,1085915
4/24/2001,5390,39900,99920,247490,280210,312050,339130,359350,374850,391120,527311,1085855
4/25/2001,4610,39220,95010,246020,282950,314910,341530,363140,378890,394710,531762,1085705
4/26/2001,3560,37950,89420,243020,285140,316880,343200,366170,382110,397400,535444,1084855
4/27/2001,3310,35810,83490,238360,286390,317570,343860,368160,384230,399110,538087,1083005
4/28/2001,3270,33480,78090,232640,287430,317600,344300,369860,386050,400660,540462,1080835
4/29/2001,3350,31190,73550,226280,288310,317280,344750,371380,387800,402270,542843,1078355
4/30/2001,3430,29020,69830,219530,289190,316930,345380,372740,389560,404030,545329,1075705
5/1/2001,3450,26920,66820,212960,289620,316690,346190,374010,391280,405930,547914,1073145
5/2/2001,3030,24980,64200,206620,289330,316700,347140,375100,393000,407930,550538,1070625
5/3/2001,2350,23400,61350,200380,287010,316540,347800,375410,394380,409590,552743,1067885
5/4/2001,1840,22190,58000,193800,283240,315960,347800,374880,395100,410600,554264,1064815
5/5/2001,1540,20720,54200,186820,278220,315150,347110,373730,395340,411090,555278,1062045
5/6/2001,1320,18990,50180,179260,272150,314270,346010,372330,395300,411240,555979,1059425
5/7/2001,1260,16960,45980,170970,265250,313280,344460,370750,395050,411120,556480,1056855
5/8/2001,1150,14790,41710,162230,257480,312270,342440,369140,394700,410890,556924,1054455
5/9/2001,1070,12490,37470,153080,249000,311030,340000,367470,394100,410520,557237,1052075
5/10/2001,1010,10530,33930,143850,239970,309630,337370,365820,393180,410000,557446,1049705
5/11/2001,961,9190,31380,134560,230980,307640,334710,364210,392030,409300,557607,1047915
5/12/2001,919,8311,29031,125321,222151,304861,332231,362671,390631,408531,557708,1046716
5/13/2001,945,7690,26680,116750,213800,300430,329960,361220,388830,407800,557761,1045775
5/14/2001,932,7315,24275,108985,205815,295255,327975,359815,386895,407115,557831,1045010
5/15/2001,891,6987,21777,102107,197927,289327,326257,358217,384837,406447,557890,1044342
5/16/2001,866,6728,19218,95928,189718,282608,324728,356468,382788,405758,557850,1043673
